birth_year,gender,rank,given_name,source_year,source_method,source_url
1968,female,5,영숙,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1968,female,6,정희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1968,female,7,영희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1968,female,8,명숙,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1968,female,9,정숙,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1968,female,10,순희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1968,female,11,옥희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1968,female,12,경자,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1968,female,13,영자,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1968,female,14,순자,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1968,female,15,복순,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1968,male,1,성호,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1968,male,2,영수,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1968,male,3,영호,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1968,male,4,영철,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1968,male,5,정호,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1968,male,6,영진,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1968,male,7,정수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1968,male,8,성수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1968,male,9,병철,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1968,male,10,동수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1968,male,11,재호,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1968,male,12,태수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1968,male,13,광수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1968,male,14,상철,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1968,male,15,종수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,female,1,미경,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1969,female,2,미숙,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1969,female,3,경희,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1969,female,4,경숙,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1969,female,5,영숙,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1969,female,6,정희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,female,7,영희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,female,8,명숙,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,female,9,정숙,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,female,10,순희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,female,11,옥희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,female,12,경자,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,female,13,영자,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,female,14,순자,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,female,15,복순,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,male,1,성호,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1969,male,2,영수,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1969,male,3,영호,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1969,male,4,영철,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1969,male,5,정호,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1969,male,6,영진,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,male,7,정수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,male,8,성수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,male,9,병철,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,male,10,동수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,male,11,재호,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,male,12,태수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,male,13,광수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,male,14,상철,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1969,male,15,종수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,female,1,미경,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1970,female,2,미숙,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1970,female,3,경희,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1970,female,4,경숙,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1970,female,5,영숙,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1970,female,6,정희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,female,7,영희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,female,8,명숙,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,female,9,정숙,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,female,10,순희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,female,11,옥희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,female,12,경자,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,female,13,영자,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,female,14,순자,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,female,15,복순,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,male,1,성호,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1970,male,2,영수,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1970,male,3,영호,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1970,male,4,영철,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1970,male,5,정호,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1970,male,6,영진,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,male,7,정수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,male,8,성수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,male,9,병철,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,male,10,동수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,male,11,재호,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,male,12,태수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,male,13,광수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,male,14,상철,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1970,male,15,종수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,female,1,미경,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1971,female,2,미숙,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1971,female,3,경희,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1971,female,4,경숙,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1971,female,5,영숙,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1971,female,6,정희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,female,7,영희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,female,8,명숙,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,female,9,정숙,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,female,10,순희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,female,11,옥희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,female,12,경자,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,female,13,영자,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,female,14,순자,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,female,15,복순,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,male,1,성호,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1971,male,2,영수,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1971,male,3,영호,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1971,male,4,영철,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1971,male,5,정호,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1971,male,6,영진,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,male,7,정수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,male,8,성수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,male,9,병철,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,male,10,동수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,male,11,재호,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,male,12,태수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,male,13,광수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,male,14,상철,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1971,male,15,종수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,female,1,미경,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1972,female,2,미숙,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1972,female,3,경희,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1972,female,4,경숙,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1972,female,5,영숙,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1972,female,6,정희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,female,7,영희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,female,8,명숙,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,female,9,정숙,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,female,10,순희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,female,11,옥희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,female,12,경자,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,female,13,영자,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,female,14,순자,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,female,15,복순,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,male,1,성호,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1972,male,2,영수,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1972,male,3,영호,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1972,male,4,영철,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1972,male,5,정호,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1972,male,6,영진,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,male,7,정수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,male,8,성수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,male,9,병철,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,male,10,동수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,male,11,재호,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,male,12,태수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,male,13,광수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,male,14,상철,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1972,male,15,종수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,female,1,미경,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1973,female,2,미숙,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1973,female,3,경희,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1973,female,4,경숙,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1973,female,5,영숙,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1973,female,6,정희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,female,7,영희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,female,8,명숙,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,female,9,정숙,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,female,10,순희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,female,11,옥희,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,female,12,경자,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,female,13,영자,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,female,14,순자,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,female,15,복순,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,male,1,성호,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1973,male,2,영수,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1973,male,3,영호,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1973,male,4,영철,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1973,male,5,정호,1968,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1973,male,6,영진,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,male,7,정수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,male,8,성수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,male,9,병철,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,male,10,동수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,male,11,재호,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,male,12,태수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,male,13,광수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,male,14,상철,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1973,male,15,종수,1968,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,female,1,지영,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1974,female,2,은정,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1974,female,3,미영,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1974,female,4,현정,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1974,female,5,은주,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1974,female,6,미정,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,female,7,선영,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,female,8,혜정,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,female,9,영미,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,female,10,수정,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,female,11,경미,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,female,12,은영,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,female,13,정은,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,female,14,희정,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,female,15,현주,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,male,1,정훈,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1974,male,2,성훈,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1974,male,3,상훈,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1974,male,4,성진,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1974,male,5,지훈,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1974,male,6,상민,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,male,7,재훈,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,male,8,정호,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,male,9,영훈,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,male,10,경수,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,male,11,진호,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,male,12,태훈,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,male,13,동훈,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,male,14,성수,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1974,male,15,준호,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,female,1,지영,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1975,female,2,은정,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1975,female,3,미영,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1975,female,4,현정,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1975,female,5,은주,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1975,female,6,미정,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,female,7,선영,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,female,8,혜정,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,female,9,영미,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,female,10,수정,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,female,11,경미,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,female,12,은영,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,female,13,정은,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,female,14,희정,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,female,15,현주,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,male,1,정훈,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1975,male,2,성훈,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1975,male,3,상훈,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1975,male,4,성진,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1975,male,5,지훈,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1975,male,6,상민,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,male,7,재훈,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,male,8,정호,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,male,9,영훈,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,male,10,경수,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,male,11,진호,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,male,12,태훈,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,male,13,동훈,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,male,14,성수,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1975,male,15,준호,1978,curated_supplement,https://www.yna.co.kr/view/AKR20250707129900518
1976,female,1,지영,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1976,female,2,은정,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1976,female,3,미영,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1976,female,4,현정,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
1976,female,5,은주,1978,historical_anchor_nearest,https://www.yna.co.kr/view/AKR20250707129900518
